file,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35
scraping/player_tables/TogiNo00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 26_level_0,Unnamed: 27_level_0,,,,,,,
scraping/player_tables/LuckTe00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 24_level_0,Unnamed: 25_level_0,,,,,,,,,
scraping/player_tables/HollAl00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,,,
scraping/player_tables/DawsLe00/table_7.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,0-19,0-19.1,20-29,20-29.1,30-39,30-39.1,40-49,40-49.1,50+,50+.1,Scoring,Scoring.1,Unnamed: 19_level_0,Scoring.2,Scoring.3,Scoring.4,Scoring.5,Kickoffs,Kickoffs.1,Kickoffs.2,Kickoffs.3,Kickoffs.4,,,,,,
scraping/player_tables/HintKe00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,
scraping/player_tables/WildJa00/table_4.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,,
scraping/player_tables/MitcEl00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 32_level_0,Unnamed: 33_level_0,
scraping/player_tables/MitcEl00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 32_level_0,Unnamed: 33_level_0,Unnamed: 34_level_0
scraping/player_tables/BulgMa00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,
scraping/player_tables/CurrRo01/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,Unnamed: 33_level_0,
scraping/player_tables/ChriTo00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,,,,,,,
scraping/player_tables/ChriTo00/table_6.csv,Year,Age,Tm,Pos,No.,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,,,,,,
scraping/player_tables/MorrEa00/table_5.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Punting.5,Punting.6,Punting.7,Punting.8,Punting.9,Punting.10,Punting.11,,,,,,,,,,,,,,,,
scraping/player_tables/CrowLa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Def Interceptions.4,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,,,,,,,,,,,,,,,
scraping/player_tables/RiceJe00/table_2.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,
scraping/player_tables/RiceJe00/table_3.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,
scraping/player_tables/StilKe00/table_4.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,1D,Y/G,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,,,,,,,
scraping/player_tables/WalkKe00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,Unnamed: 33_level_0,Unnamed: 34_level_0
scraping/player_tables/MusgBi00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,
scraping/player_tables/WhitBl01/table_0.csv,Date,Team,Unnamed: 2,Opp,Result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/PodoEd00/table_5.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,Lng,Y/G,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,,,,,,,
scraping/player_tables/PrinBy00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/HamdGi00/table_0.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,
scraping/player_tables/KennJi00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 24_level_0,Unnamed: 25_level_0,,,,,,,,,
scraping/player_tables/HayeJa00/table_1.csv,Year,Age,Tm,Pos,G,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/EvanZa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,,,,,
scraping/player_tables/HillRa00/table_3.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,1D,Y/G,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,,,,,,,,,
scraping/player_tables/HillIr00/table_4.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,Y/G,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,,,,,,,,,,
scraping/player_tables/TaylKi00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 27_level_0,Unnamed: 28_level_0,,,,,,
scraping/player_tables/JoneCh11/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Punt Returns,Punt Returns.1,Punt Returns.2,Punt Returns.3,Punt Returns.4,Kick Returns,Kick Returns.1,Kick Returns.2,Kick Returns.3,Kick Returns.4,Unnamed: 15_level_0,,,,,,,,,,,,,,,,,,,
scraping/player_tables/WhitDa02/table_1.csv,Season,Age,Team,Lg,Pos,G,Cmp,Att,Yds,TD,Int,Lng,Y/G,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,,,,,,,,
scraping/player_tables/DuveDe00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 23_level_0,Unnamed: 24_level_0,,,,,,,,,,
scraping/player_tables/JohnJo05/table_7.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 30_level_0,Unnamed: 31_level_0,,,
scraping/player_tables/JohnJo05/table_8.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 27_level_0,Unnamed: 28_level_0,,,,,,
scraping/player_tables/HoarLe00/table_5.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,,,,,
scraping/player_tables/DuliAs00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 22_level_0,Unnamed: 23_level_0,,,,,,,,,,,
scraping/player_tables/MullNi00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Passing,Passing.1,Passing.2,Passing.3,Passing.4,Passing.5,Passing.6,Passing.7,Passing.8,Passing.9,Passing.10,Passing.11,Passing.12,Passing.13,Passing.14,Passing.15,Passing.16,Passing.17,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Unnamed: 28_level_0,,,,,,
scraping/player_tables/ProcJa00/table_5.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Y/A,AY/A,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,
scraping/player_tables/BoldAn00/table_3.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards,,,
scraping/player_tables/LandDa20/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Def Interceptions.4,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 17_level_0,Tackles,Tackles.1,Tackles.2,Unnamed: 21_level_0,Unnamed: 22_level_0,,,,,,,,,,,,
scraping/player_tables/MimsJo00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 30_level_0,Unnamed: 31_level_0,Unnamed: 32_level_0,,
scraping/player_tables/HumpBo00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/JoneJa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,,,,,
scraping/player_tables/SpurSt00/table_3.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Punting.5,Punting.6,Punting.7,Punting.8,Punting.9,Punting.10,Punting.11,,,,,,,,,,,,,,,,,
scraping/player_tables/BrowDy00/table_3.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,
scraping/player_tables/HaffMi00/table_1.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,4QC,GWD,AV,Awards,,,,,,,,,,
scraping/player_tables/BrisJa00/table_2.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,1D,Y/G,Sk,Yds.1,4QC,GWD,Awards,,,,,,,,,,,,,,,,
scraping/player_tables/GentDe00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Total Yds,Total Yds.1,Total Yds.2,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/WellMi22/table_0.csv,Year,Age,Tm,Pos,No.,G,GS,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,AV,,,,,,,,,
scraping/player_tables/RichPa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Punting.5,Punting.6,Punting.7,Punting.8,Punting.9,Punting.10,Punting.11,Unnamed: 19_level_0,,,,,,,,,,,,,,,
scraping/player_tables/HayeWe00/table_6.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/G,Rate,4QC,GWD,AV,Awards,,,,,,,,,,,
scraping/player_tables/MuncCh00/table_4.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,
scraping/player_tables/MoreSe00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Def Interceptions,Def Interceptions.1,Def Interceptions.2,Def Interceptions.3,Def Interceptions.4,Fumbles,Fumbles.1,Fumbles.2,Fumbles.3,Fumbles.4,Unnamed: 17_level_0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,,,,,,,,,
scraping/player_tables/KellJo00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Scrimmage,Scrimmage.1,Scrimmage.2,Unnamed: 23_level_0,Unnamed: 24_level_0,,,,,,,,,,
scraping/player_tables/HuntJa01/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Rushing.8,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 31_level_0,Unnamed: 32_level_0,Unnamed: 33_level_0,
scraping/player_tables/ForeCh00/table_7.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,,
scraping/player_tables/FreiJe20/table_4.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/McInPa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Punting.5,Punting.6,Punting.7,Punting.8,Punting.9,Punting.10,Punting.11,Unnamed: 19_level_0,Unnamed: 20_level_0,,,,,,,,,,,,,,
scraping/player_tables/JarrRa00/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Rushing.7,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 31_level_0,Unnamed: 32_level_0,Unnamed: 33_level_0,
scraping/player_tables/HillDo00/table_1.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Receiving.5,Receiving.6,Receiving.7,Receiving.8,Receiving.9,Receiving.10,Receiving.11,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 29_level_0,Unnamed: 30_level_0,,,,
scraping/player_tables/SmitRo05/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Off.,Off..1,Def.,Def..1,ST,ST.1,Unnamed: 13_level_0,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/ChanTy01/table_3.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Yds,TD,Int,1D,Y/G,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards,,,,,,,,,,,,
scraping/player_tables/KennTo00/table_2.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing.1,Rushing.2,Rushing.3,Rushing.4,Rushing.5,Rushing.6,Receiving,Receiving.1,Receiving.2,Receiving.3,Receiving.4,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3,Unnamed: 23_level_0,Unnamed: 24_level_0,,,,,,,,,,
scraping/player_tables/JohnAl20/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,Punting,Punting.1,Punting.2,Punting.3,Punting.4,Unnamed: 12_level_0,,,,,,,,,,,,,,,,,,,,,,
scraping/player_tables/KellCh20/table_0.csv,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games.1,0-19,0-19.1,20-29,20-29.1,30-39,30-39.1,40-49,40-49.1,50+,50+.1,Scoring,Scoring.1,Unnamed: 19_level_0,Scoring.2,Scoring.3,Scoring.4,Scoring.5,Kickoffs,Kickoffs.1,Kickoffs.2,Kickoffs.3,Kickoffs.4,Unnamed: 29_level_0,,,,,
scraping/player_tables/DaviBo21/table_2.csv,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,4QC,GWD,Awards,,,,,,,,,,,
